4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,5.391100000000008663e-01,7.473450000000010363e-01,9.231900000000017315e-01,1.024510000000001142e+00,8.310800000000000409e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,5.391100000000008663e-01,7.473450000000010363e-01,9.231900000000017315e-01,1.024510000000001142e+00,8.310800000000000409e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,5.391100000000008663e-01,6.712249999999997385e-01,8.310800000000000409e-01,1.024510000000001142e+00,8.310800000000000409e-01
5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,1.024510000000001142e+00,1.135960000000000747e+00,9.231900000000017315e-01,6.020250000000011426e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,8.310800000000000409e-01,9.231900000000017315e-01,1.135960000000000747e+00,9.231900000000017315e-01,8.310800000000000409e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,8.310800000000000409e-01,9.231900000000017315e-01,1.135960000000000747e+00,9.231900000000017315e-01
4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,5.391100000000008663e-01,6.020250000000011426e-01,7.473450000000010363e-01,9.231900000000017315e-01,1.024510000000001142e+00,8.310800000000000409e-01,5.391100000000008663e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,5.391100000000008663e-01,6.020250000000011426e-01,7.473450000000010363e-01,9.231900000000017315e-01,1.024510000000001142e+00,8.310800000000000409e-01,5.391100000000008663e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,4.819200000000005701e-01,5.391100000000008663e-01,6.712249999999997385e-01,8.310800000000000409e-01,1.024510000000001142e+00,8.310800000000000409e-01
6.020250000000011426e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,1.024510000000001142e+00,1.135960000000000747e+00,9.231900000000017315e-01,6.020250000000011426e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,9.231900000000017315e-01,1.135960000000000747e+00,9.231900000000017315e-01,8.310800000000000409e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,9.231900000000017315e-01,1.135960000000000747e+00,9.231900000000017315e-01
5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,7.473450000000010363e-01,9.231900000000017315e-01,1.024510000000001142e+00,8.310800000000000409e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,7.473450000000010363e-01,9.231900000000017315e-01,1.024510000000001142e+00,8.310800000000000409e-01,6.020250000000011426e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,7.473450000000010363e-01,8.310800000000000409e-01,1.024510000000001142e+00,8.310800000000000409e-01
6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,8.310800000000000409e-01,1.024510000000001142e+00,1.135960000000000747e+00,9.231900000000017315e-01,8.310800000000000409e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,8.310800000000000409e-01,9.231900000000017315e-01,1.135960000000000747e+00,9.231900000000017315e-01,8.310800000000000409e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,8.310800000000000409e-01,9.231900000000017315e-01,1.135960000000000747e+00,9.231900000000017315e-01
5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,6.020250000000011426e-01,7.473450000000010363e-01,9.231900000000017315e-01,1.024510000000001142e+00,8.310800000000000409e-01,6.020250000000011426e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,7.473450000000010363e-01,9.231900000000017315e-01,1.024510000000001142e+00,8.310800000000000409e-01,6.020250000000011426e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,5.391100000000008663e-01,6.020250000000011426e-01,7.473450000000010363e-01,8.310800000000000409e-01,1.024510000000001142e+00,8.310800000000000409e-01
8.310800000000000409e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,8.310800000000000409e-01,8.310800000000000409e-01,1.024510000000001142e+00,1.135960000000000747e+00,9.231900000000017315e-01,8.310800000000000409e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,8.310800000000000409e-01,9.231900000000017315e-01,1.135960000000000747e+00,9.231900000000017315e-01,8.310800000000000409e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,6.020250000000011426e-01,8.310800000000000409e-01,8.310800000000000409e-01,9.231900000000017315e-01,1.135960000000000747e+00,9.231900000000017315e-01
7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,9.310800000000014620e-01,1.023189999999999600e+00,9.310800000000014620e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,8.473450000000006810e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,8.473450000000006810e-01,1.023189999999999600e+00,1.023189999999999600e+00
7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.712250000000011596e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00
7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,9.310800000000014620e-01,1.023189999999999600e+00,9.310800000000014620e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,8.473450000000006810e-01,1.023189999999999600e+00,1.023189999999999600e+00
7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.712250000000011596e-01,7.712250000000011596e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00
7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,9.310800000000014620e-01,1.023189999999999600e+00,9.310800000000014620e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,8.473450000000006810e-01,1.023189999999999600e+00,1.023189999999999600e+00
7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.712250000000011596e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00
7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,8.473450000000006810e-01,1.023189999999999600e+00,1.023189999999999600e+00
7.712250000000011596e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.020250000000007873e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,7.712250000000011596e-01,9.310800000000014620e-01,1.023189999999999600e+00,1.023189999999999600e+00
6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,8.810800000000007515e-01,9.731900000000006656e-01,7.212250000000004491e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,7.212250000000004491e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,8.810800000000007515e-01
7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,9.731900000000006656e-01,1.074510000000000076e+00,9.731900000000006656e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,8.810800000000007515e-01,1.074510000000000076e+00,9.731900000000006656e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,8.810800000000007515e-01,9.731900000000006656e-01,9.731900000000006656e-01
6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,8.810800000000007515e-01,9.731900000000006656e-01,7.212250000000004491e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,7.212250000000004491e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,8.810800000000007515e-01
7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,9.731900000000006656e-01,1.074510000000000076e+00,9.731900000000006656e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,8.810800000000007515e-01,1.074510000000000076e+00,9.731900000000006656e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,8.810800000000007515e-01,9.731900000000006656e-01,9.731900000000006656e-01
6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,8.810800000000007515e-01,9.731900000000006656e-01,7.212250000000004491e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,8.810800000000007515e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,8.810800000000007515e-01
7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,1.074510000000000076e+00,9.731900000000006656e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.973449999999999704e-01,8.810800000000007515e-01,1.074510000000000076e+00,9.731900000000006656e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,8.810800000000007515e-01,9.731900000000006656e-01,9.731900000000006656e-01
6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,7.212250000000004491e-01,8.810800000000007515e-01,9.731900000000006656e-01,7.212250000000004491e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,8.810800000000007515e-01,7.212250000000004491e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,6.520250000000018531e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,8.810800000000007515e-01
7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.973449999999999704e-01,9.731900000000006656e-01,1.074510000000000076e+00,9.731900000000006656e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.973449999999999704e-01,8.810800000000007515e-01,1.074510000000000076e+00,9.731900000000006656e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,7.212250000000004491e-01,8.810800000000007515e-01,9.731900000000006656e-01,9.731900000000006656e-01
5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.973450000000013915e-01,8.973450000000013915e-01,8.973450000000013915e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.212250000000018701e-01,8.973450000000013915e-01,8.973450000000013915e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.212250000000018701e-01,8.973450000000013915e-01,8.973450000000013915e-01
6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,7.520249999999997215e-01,8.973450000000013915e-01,9.810800000000003962e-01,8.973450000000013915e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,7.520249999999997215e-01,8.973450000000013915e-01,9.810800000000003962e-01,8.973450000000013915e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.891099999999994452e-01,8.212250000000018701e-01,8.973450000000013915e-01,8.973450000000013915e-01
5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.973450000000013915e-01,8.973450000000013915e-01,8.973450000000013915e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.212250000000018701e-01,8.973450000000013915e-01,8.973450000000013915e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.212250000000018701e-01,8.973450000000013915e-01,8.973450000000013915e-01
6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,7.520249999999997215e-01,8.973450000000013915e-01,9.810800000000003962e-01,8.973450000000013915e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,7.520249999999997215e-01,8.973450000000013915e-01,9.810800000000003962e-01,8.973450000000013915e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.891099999999994452e-01,8.212250000000018701e-01,8.973450000000013915e-01,9.810800000000003962e-01
5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.973450000000013915e-01,8.973450000000013915e-01,8.973450000000013915e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.212250000000018701e-01,8.973450000000013915e-01,8.973450000000013915e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.212250000000018701e-01,8.973450000000013915e-01,8.973450000000013915e-01
6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,7.520249999999997215e-01,8.973450000000013915e-01,9.810800000000003962e-01,8.973450000000013915e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,7.520249999999997215e-01,8.973450000000013915e-01,9.810800000000003962e-01,8.973450000000013915e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,7.520249999999997215e-01,8.212250000000018701e-01,8.973450000000013915e-01,9.810800000000003962e-01
5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,7.520249999999997215e-01,8.973450000000013915e-01,8.973450000000013915e-01,8.973450000000013915e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.212250000000018701e-01,8.973450000000013915e-01,8.973450000000013915e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,5.799300000000009447e-01,6.319200000000009254e-01,8.212250000000018701e-01,8.973450000000013915e-01,8.973450000000013915e-01
6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.891099999999994452e-01,7.520249999999997215e-01,8.973450000000013915e-01,9.810800000000003962e-01,8.973450000000013915e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.891099999999994452e-01,7.520249999999997215e-01,8.973450000000013915e-01,9.810800000000003962e-01,8.973450000000013915e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.319200000000009254e-01,6.891099999999994452e-01,7.520249999999997215e-01,8.212250000000018701e-01,9.810800000000003962e-01,9.810800000000003962e-01
